Filename,Segment,WC,Analytic,Clout,Authentic,Tone,WPS,Sixltr,Dic,function,pronoun,ppron,i,we,you,shehe,they,ipron,article,prep,auxverb,adverb,conj,negate,verb,adj,compare,interrog,number,quant,affect,posemo,negemo,anx,anger,sad,social,family,friend,female,male,cogproc,insight,cause,discrep,tentat,certain,differ,percept,see,hear,feel,bio,body,health,sexual,ingest,drives,affiliation,achieve,power,reward,risk,focuspast,focuspresent,focusfuture,relativ,motion,space,time,work,leisure,home,money,relig,death,informal,swear,netspeak,assent,nonflu,filler,AllPunc,Period,Comma,Colon,SemiC,QMark,Exclam,Dash,Quote,Apostro,Parenth,OtherP
BALTHASAR.txt,1,233,10.88,51.72,44.52,9.80,12.94,8.58,89.27,55.79,24.89,19.31,10.73,0.00,3.00,5.58,0.00,5.58,1.29,8.58,6.87,3.86,9.44,2.58,16.74,3.00,1.72,0.00,1.72,1.72,4.72,1.72,3.00,1.72,0.86,0.43,13.73,0.43,0.43,2.15,6.01,7.30,0.86,1.72,0.86,1.72,0.86,3.00,1.72,1.72,0.00,0.00,3.00,1.29,1.29,0.00,0.00,9.44,0.86,0.00,6.01,1.29,1.72,6.01,9.87,2.15,12.02,3.86,4.72,3.00,0.43,0.43,0.00,0.00,1.72,1.72,1.29,0.00,0.43,0.00,0.86,0.00,22.75,7.73,11.59,0.00,0.43,0.00,0.00,0.00,0.00,3.00,0.00,0.00
SAMPSON.txt,1,258,34.79,67.90,73.71,19.95,10.32,5.81,84.50,58.53,21.71,19.77,10.85,2.33,3.10,0.39,3.10,1.94,6.59,10.85,11.24,2.33,6.59,1.55,17.83,3.10,1.94,1.16,0.39,1.16,4.26,1.94,2.33,0.39,0.78,0.00,16.28,0.00,0.00,1.94,5.04,9.30,1.94,0.78,1.94,3.49,1.16,4.65,1.55,0.39,0.39,0.39,2.33,1.55,0.78,0.39,0.00,10.85,2.33,0.78,5.81,2.33,0.00,1.55,9.69,4.26,9.69,2.71,5.43,2.33,0.78,0.00,2.33,0.00,0.00,0.00,0.78,0.00,0.00,0.39,0.39,0.00,25.19,9.30,10.47,1.55,1.16,0.39,0.00,0.00,0.00,2.33,0.00,0.00
FIRST MUSICIAN.txt,1,73,16.30,99.00,16.14,76.42,6.64,6.85,78.08,56.16,21.92,17.81,2.74,9.59,5.48,0.00,0.00,4.11,6.85,4.11,9.59,2.74,6.85,4.11,16.44,2.74,1.37,4.11,0.00,0.00,8.22,5.48,2.74,0.00,1.37,0.00,20.55,1.37,0.00,0.00,1.37,6.85,0.00,2.74,0.00,2.74,0.00,1.37,2.74,0.00,1.37,0.00,1.37,0.00,0.00,0.00,1.37,13.70,10.96,0.00,2.74,0.00,0.00,1.37,9.59,6.85,10.96,5.48,1.37,4.11,0.00,1.37,0.00,0.00,1.37,0.00,0.00,0.00,0.00,0.00,0.00,0.00,31.51,10.96,9.59,0.00,0.00,2.74,1.37,1.37,1.37,4.11,0.00,0.00
MERCUTIO.txt,1,1972,72.76,82.07,7.54,44.32,14.19,11.46,80.48,51.37,15.26,10.95,2.79,0.56,3.50,3.45,0.66,4.31,8.67,12.42,5.53,4.01,6.54,1.77,10.75,5.48,2.59,1.37,1.47,1.47,5.32,3.14,2.13,0.05,0.96,0.35,12.83,0.25,0.20,2.13,3.65,6.90,0.51,1.47,0.76,1.47,0.56,2.79,3.35,1.17,0.86,1.01,4.92,3.14,0.56,0.25,0.56,5.02,1.72,0.66,1.93,0.86,0.20,1.88,6.95,1.77,10.50,1.83,5.22,3.45,0.41,1.42,0.96,0.30,0.61,0.56,2.08,0.35,1.01,0.25,0.61,0.00,24.75,4.92,11.05,0.41,1.93,1.17,1.01,1.12,0.10,3.04,0.00,0.00
MONTAGUE.txt,1,320,47.86,80.05,24.58,31.08,17.78,13.12,85.62,51.88,17.19,13.12,4.06,0.94,2.19,5.94,0.00,4.06,4.38,13.12,7.19,3.75,8.75,1.88,12.81,8.12,3.44,2.19,0.00,2.81,6.56,3.44,3.12,0.00,0.62,1.88,15.94,1.56,0.94,1.25,6.88,12.81,3.12,0.94,1.88,0.62,2.50,4.69,3.44,1.25,1.25,0.62,0.94,0.31,0.31,0.00,0.31,4.69,2.19,0.00,1.25,0.94,0.31,1.88,8.44,1.88,12.81,2.19,5.62,5.31,1.88,0.00,1.25,0.00,0.31,0.94,0.62,0.00,0.31,0.00,0.31,0.00,17.81,3.75,8.75,0.00,0.94,1.25,0.62,0.31,0.00,2.19,0.00,0.00
ABRAM.txt,1,24,11.24,99.00,1.79,92.40,4.00,4.17,75.00,54.17,29.17,29.17,0.00,8.33,20.83,0.00,0.00,0.00,0.00,8.33,8.33,0.00,0.00,8.33,8.33,4.17,4.17,0.00,0.00,0.00,4.17,4.17,0.00,0.00,0.00,0.00,45.83,0.00,0.00,0.00,16.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,29.17,8.33,4.17,16.67,4.17,0.00,0.00,8.33,0.00,8.33,0.00,8.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.67,12.50,16.67,0.00,0.00,12.50,0.00,0.00,0.00,0.00,0.00,0.00
JULIET.txt,1,4247,28.41,63.54,48.14,55.98,12.24,9.89,85.14,53.21,19.35,13.80,7.13,0.26,4.10,1.74,0.57,5.56,3.60,10.22,8.52,5.39,6.97,2.07,15.19,4.17,1.77,2.66,0.59,1.62,7.61,4.59,2.99,0.49,1.01,0.82,12.83,1.08,0.26,1.08,2.02,9.80,1.15,1.22,1.98,2.24,1.30,4.36,3.60,0.85,1.37,0.71,4.31,2.05,0.97,0.12,0.47,6.12,2.50,0.61,2.40,0.82,0.52,1.70,10.50,2.40,11.80,2.31,4.87,5.02,0.52,0.71,0.26,0.52,1.72,1.25,1.55,0.16,0.99,0.16,0.28,0.00,23.88,5.53,10.69,0.14,0.92,2.00,0.68,0.49,0.12,3.30,0.00,0.00
SECOND SERVANT.txt,1,107,19.16,67.97,9.37,42.74,10.70,10.28,85.98,53.27,14.02,10.28,2.80,0.93,0.93,2.80,2.80,3.74,6.54,6.54,11.21,7.48,7.48,5.61,14.95,0.93,0.93,0.93,1.87,2.80,2.80,1.87,0.93,0.00,0.00,0.00,16.82,0.93,0.93,0.93,8.41,11.21,0.93,0.93,0.93,2.80,2.80,5.61,6.54,0.00,0.00,3.74,8.41,5.61,1.87,0.00,0.93,8.41,1.87,0.93,2.80,1.87,0.93,0.00,12.15,3.74,7.48,1.87,2.80,2.80,0.00,0.93,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,28.04,9.35,11.21,0.00,1.87,0.00,0.00,0.00,0.00,4.67,0.00,0.93
PAGE.txt,1,80,61.95,54.96,35.37,1.00,11.43,3.75,86.25,57.50,15.00,13.75,8.75,0.00,0.00,3.75,1.25,1.25,7.50,13.75,6.25,7.50,8.75,0.00,11.25,2.50,0.00,1.25,1.25,0.00,6.25,1.25,5.00,1.25,1.25,2.50,10.00,0.00,0.00,1.25,3.75,1.25,0.00,0.00,0.00,1.25,0.00,0.00,5.00,3.75,0.00,1.25,0.00,0.00,0.00,0.00,0.00,5.00,1.25,0.00,2.50,1.25,0.00,3.75,7.50,3.75,13.75,5.00,6.25,2.50,0.00,0.00,0.00,0.00,2.50,2.50,1.25,0.00,1.25,0.00,0.00,0.00,18.75,7.50,7.50,0.00,1.25,0.00,1.25,0.00,0.00,1.25,0.00,0.00
FIRST WATCH.txt,1,156,90.76,73.93,42.54,9.85,8.67,10.26,82.69,40.38,8.97,3.85,0.00,1.28,1.28,0.64,0.64,5.13,10.26,10.26,2.56,3.85,5.77,1.28,10.26,4.49,0.64,1.28,0.64,2.56,7.69,3.21,4.49,0.64,1.92,1.92,8.97,0.00,0.00,0.00,4.49,8.33,1.28,0.64,0.00,1.92,1.28,3.21,5.13,3.85,0.00,1.28,1.28,1.28,0.64,0.00,0.00,6.41,1.92,0.64,3.21,0.64,0.64,1.28,11.54,0.00,16.03,5.77,7.69,3.21,1.28,0.00,0.00,0.00,0.64,6.41,1.28,0.64,0.00,0.00,0.64,0.00,26.92,10.26,10.26,0.00,0.64,0.64,0.64,1.28,0.00,3.21,0.00,0.00
SECOND MUSICIAN.txt,1,34,66.07,99.00,66.34,1.76,8.50,8.82,82.35,47.06,17.65,17.65,2.94,2.94,8.82,2.94,0.00,0.00,2.94,14.71,2.94,2.94,8.82,0.00,23.53,0.00,0.00,0.00,0.00,0.00,2.94,0.00,2.94,0.00,0.00,2.94,17.65,0.00,0.00,0.00,2.94,2.94,0.00,2.94,0.00,0.00,0.00,0.00,11.76,0.00,11.76,0.00,2.94,0.00,0.00,0.00,2.94,5.88,2.94,0.00,2.94,0.00,0.00,0.00,11.76,5.88,23.53,14.71,11.76,0.00,0.00,2.94,0.00,0.00,2.94,2.94,0.00,0.00,0.00,0.00,0.00,0.00,35.29,11.76,14.71,0.00,0.00,0.00,0.00,0.00,2.94,5.88,0.00,0.00
CAPULET’S COUSIN.txt,1,18,60.80,99.00,1.00,25.77,9.00,0.00,83.33,27.78,11.11,11.11,0.00,0.00,0.00,11.11,0.00,0.00,0.00,5.56,11.11,0.00,0.00,0.00,11.11,11.11,11.11,0.00,11.11,11.11,0.00,0.00,0.00,0.00,0.00,0.00,33.33,11.11,0.00,5.56,27.78,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.56,0.00,0.00,5.56,0.00,0.00,0.00,11.11,0.00,5.56,0.00,0.00,5.56,0.00,0.00,0.00,0.00,0.00,0.00,5.56,0.00,5.56,0.00,0.00,0.00,55.56,11.11,22.22,0.00,5.56,0.00,0.00,0.00,0.00,16.67,0.00,0.00
SECOND WATCH.txt,1,9,74.89,99.00,4.97,25.77,4.50,11.11,88.89,55.56,22.22,22.22,0.00,11.11,0.00,11.11,0.00,0.00,11.11,11.11,0.00,11.11,0.00,0.00,22.22,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,33.33,0.00,0.00,0.00,22.22,11.11,11.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,22.22,22.22,0.00,0.00,0.00,0.00,11.11,11.11,0.00,11.11,0.00,11.11,0.00,0.00,0.00,0.00,0.00,11.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,44.44,22.22,0.00,0.00,0.00,0.00,0.00,0.00,0.00,22.22,0.00,0.00
FRIAR JOHN.txt,1,100,40.12,75.81,79.76,1.65,16.67,16.00,89.00,58.00,18.00,11.00,4.00,3.00,2.00,1.00,1.00,7.00,8.00,11.00,9.00,7.00,6.00,3.00,18.00,2.00,0.00,1.00,1.00,1.00,3.00,0.00,3.00,1.00,1.00,0.00,12.00,3.00,0.00,0.00,4.00,8.00,3.00,0.00,2.00,0.00,0.00,3.00,0.00,0.00,0.00,0.00,3.00,0.00,3.00,0.00,0.00,12.00,7.00,0.00,4.00,1.00,0.00,4.00,8.00,2.00,19.00,7.00,9.00,2.00,2.00,0.00,2.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,23.00,4.00,14.00,0.00,0.00,0.00,2.00,0.00,0.00,3.00,0.00,0.00
APOTHECARY.txt,1,53,3.85,71.43,16.24,61.55,13.25,11.32,90.57,62.26,26.42,15.09,5.66,0.00,5.66,1.89,1.89,11.32,1.89,7.55,11.32,3.77,11.32,1.89,13.21,1.89,0.00,1.89,1.89,3.77,1.89,1.89,0.00,0.00,0.00,0.00,15.09,0.00,0.00,0.00,3.77,13.21,0.00,0.00,3.77,5.66,0.00,7.55,1.89,0.00,1.89,0.00,3.77,0.00,1.89,0.00,1.89,5.66,0.00,0.00,5.66,0.00,0.00,1.89,3.77,3.77,7.55,1.89,5.66,0.00,1.89,1.89,0.00,1.89,0.00,3.77,0.00,0.00,0.00,0.00,0.00,0.00,18.87,5.66,7.55,0.00,1.89,1.89,0.00,0.00,0.00,1.89,0.00,0.00
LADY MONTAGUE.txt,1,33,39.45,81.84,51.41,25.77,8.25,6.06,81.82,48.48,18.18,15.15,3.03,0.00,6.06,6.06,0.00,3.03,3.03,9.09,9.09,3.03,0.00,6.06,18.18,3.03,0.00,3.03,3.03,0.00,6.06,3.03,3.03,0.00,3.03,0.00,18.18,0.00,0.00,0.00,9.09,6.06,0.00,0.00,0.00,0.00,0.00,6.06,3.03,3.03,0.00,0.00,3.03,3.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.06,15.15,0.00,18.18,6.06,9.09,3.03,0.00,0.00,0.00,0.00,0.00,0.00,3.03,0.00,3.03,0.00,0.00,0.00,18.18,9.09,6.06,0.00,0.00,3.03,0.00,0.00,0.00,0.00,0.00,0.00
SERVANT.txt,1,185,42.23,90.26,39.86,83.44,9.74,11.35,87.57,55.68,20.54,15.68,6.49,0.54,5.95,2.16,0.54,4.86,6.49,10.81,8.11,3.78,5.41,2.70,21.08,2.16,0.00,1.62,0.00,0.00,3.24,3.24,0.00,0.00,0.00,0.00,19.46,0.00,0.54,1.08,3.24,11.35,3.24,0.54,2.16,1.62,2.16,3.78,1.08,0.54,0.54,0.00,2.16,0.54,0.54,0.00,1.08,5.95,0.54,0.00,4.32,1.08,0.00,3.78,13.51,2.16,10.27,3.24,3.78,3.24,4.86,1.62,2.16,0.54,2.16,0.00,0.00,0.00,0.00,0.00,0.00,0.00,22.16,7.57,9.19,0.00,0.54,1.08,1.62,0.54,0.00,1.62,0.00,0.00
NURSE.txt,1,2230,31.80,87.45,23.58,58.00,9.18,7.13,85.56,53.63,19.55,14.89,5.87,0.13,4.66,3.86,0.36,4.66,5.61,9.60,8.88,5.38,6.77,1.75,16.46,3.41,1.79,2.06,0.99,1.79,6.19,3.95,2.24,0.13,0.54,1.08,16.73,0.94,0.31,4.08,3.81,8.21,1.08,1.08,1.61,1.43,1.66,2.38,2.78,1.03,1.26,0.31,2.29,1.39,0.54,0.13,0.18,6.46,1.30,0.58,3.86,1.12,0.09,2.51,10.94,2.42,12.83,2.60,4.93,5.78,0.45,0.00,0.31,0.09,2.15,0.63,2.42,0.04,1.39,0.40,0.94,0.00,30.72,6.77,13.32,0.31,1.48,1.70,2.51,0.49,0.40,3.72,0.00,0.00
CAPULET.txt,1,2117,31.24,84.96,29.45,68.56,10.64,9.87,84.22,51.72,19.37,15.26,5.95,1.46,3.87,3.35,0.61,4.11,4.30,9.59,8.93,5.01,5.90,2.03,16.58,4.06,1.75,2.22,0.80,2.17,6.42,4.35,2.08,0.28,0.66,0.61,15.82,1.32,0.33,3.50,2.41,7.84,0.80,1.98,0.66,1.23,1.04,2.69,3.31,1.13,1.37,0.61,2.65,1.42,0.71,0.19,0.33,6.57,3.31,0.47,2.03,0.80,0.09,1.46,12.00,3.50,12.33,3.26,4.02,5.20,0.43,0.66,0.66,0.38,1.09,0.85,1.89,0.14,0.66,0.28,0.94,0.00,29.85,6.19,13.56,0.33,1.42,1.56,1.89,0.80,0.05,4.06,0.00,0.00
ROMEO.txt,1,4572,40.82,68.24,33.47,60.18,11.72,11.00,83.29,51.77,18.94,13.63,6.71,0.42,3.65,2.36,0.48,5.31,4.35,11.07,7.13,4.35,6.65,2.10,13.58,4.94,2.23,2.10,0.37,1.60,8.60,5.21,3.39,0.42,1.31,0.83,12.93,0.61,0.61,2.06,1.88,8.20,1.27,1.57,0.92,1.22,0.96,3.35,4.05,1.92,0.77,0.94,4.88,2.08,1.20,0.22,0.52,5.64,2.62,0.59,1.49,0.94,0.35,1.77,9.08,1.92,10.39,1.90,5.07,3.74,0.59,0.57,0.28,0.87,1.55,1.29,1.47,0.09,0.90,0.11,0.44,0.00,23.58,6.01,9.56,0.22,1.27,1.66,0.85,0.57,0.02,3.37,0.00,0.04
LADY CAPULET.txt,1,886,43.15,95.45,11.78,46.57,9.96,10.27,85.10,50.68,18.85,14.22,3.95,1.02,5.76,3.39,0.11,4.63,4.97,10.27,6.66,4.97,5.53,2.14,15.01,3.39,1.35,2.14,1.24,2.26,7.22,4.18,3.05,0.23,1.02,1.47,19.30,2.37,0.34,2.48,3.39,8.69,1.13,1.58,1.47,1.24,1.02,3.05,2.71,1.58,0.68,0.34,3.05,0.79,1.58,0.11,0.00,7.45,4.29,0.34,2.48,0.45,0.56,1.24,11.29,2.93,10.61,1.58,4.06,5.42,1.02,0.34,0.23,0.34,0.45,1.69,1.92,0.00,1.24,0.00,0.68,0.00,27.31,7.11,11.51,0.45,1.24,1.58,1.35,0.11,0.00,3.95,0.00,0.00
BENVOLIO.txt,1,1091,50.43,85.41,17.52,32.05,12.40,9.99,82.40,50.14,17.51,12.37,3.57,0.82,3.67,3.85,0.46,5.13,4.95,10.82,6.32,4.40,6.78,1.10,14.39,4.49,1.83,2.84,0.64,2.75,7.15,3.76,3.39,0.09,1.10,1.01,14.21,0.55,0.27,1.10,4.31,8.16,1.37,1.37,0.82,1.74,0.73,3.48,3.57,1.74,0.46,1.28,3.30,1.74,0.82,0.09,0.18,5.59,1.92,0.37,1.83,1.37,0.73,3.94,7.24,2.20,11.64,3.94,4.95,3.21,0.37,0.64,0.27,0.37,0.46,1.47,0.46,0.00,0.37,0.00,0.09,0.00,24.93,5.68,11.09,0.55,1.28,1.37,1.01,0.00,0.09,3.85,0.00,0.00
