,0|18.33%,1|10.61%,2|8.94%,3|7.0%,4|5.62%,5|5.13%,6|4.89%,7|4.83%,8|4.07%,9|3.57%,10|3.24%,11|2.98%,12|2.68%,13|2.55%,14|2.23%,15|1.78%,16|1.53%,17|1.43%,18|1.31%,19|1.23%,20|1.14%,21|1.05%,22|0.69%,23|0.68%,24|0.57%,25|0.47%,26|0.34%,27|0.29%,28|0.2%,29|0.17%,30|0.13%,31|0.1%,32|0.09%,33|0.07%,34|0.04%
QUEEN,-2.25010163714892,-0.16858067932181994,0.9936000425520457,-0.21645519310471006,-0.17252359474248638,1.5158079696622688,0.16205704649358374,-0.023917813457258137,-1.1137018346934762,-0.24432417575818308,-0.6834652012592235,-0.5363508154189386,0.6998959872425315,0.6758581387365855,-0.018679763200215495,-0.32924742609018165,1.133958524342547,-0.49831657721511946,-1.606378144887704,-0.7154283223574024,-0.30207586024751015,-0.5434189715259609,1.7786688871745104,0.04448463708141954,0.5749638391492882,0.9631071320642002,-0.21785353452291875,-0.008853321818087463,1.3771595896967548,0.5007013822195251,-0.8108155723930357,0.039999896138156577,-0.17740902656060423,0.00562592150288286,0.2994423959721337
LORDS,5.801736934176474,-11.118168626601094,0.7721915997310168,2.456932467799717,4.105573231379579,1.491846633531956,-6.717693320176367,0.9042113214962064,2.7969075876072225,1.2362141496227936,-0.622111251821385,-1.4411864390834253,1.184370966853656,-0.2899206520297446,1.0417371247823235,-0.09561253176356893,-0.042312646257357936,-0.31614842387481595,0.06728762251216261,0.32072249307458356,-0.2833036591068435,0.11874152249792509,-0.0017667427758267988,0.20878005162648391,0.0779287625024351,0.12060075538426784,0.05265033720075246,-0.05803033195971331,-0.0540620209462435,0.015617057892525002,0.006895223112353071,-0.006847549777818779,0.004245833112742681,0.016406278869124095,0.0002239625228272561
KING,-2.658907209080937,0.3890008024132494,0.7840365312976749,-0.8606993553079909,-0.31505421557360136,0.5198601029776233,0.27755612400963453,0.1282843072716033,0.11501228927194235,0.16848124317967533,-0.19668208643204368,-0.3001726742396021,1.1985033336438762,0.4032841440205144,-0.005282059788807589,-0.9692102644334935,-0.2819892242564481,-0.8739640254244507,-0.5783863592848988,-0.5402248863704382,-0.2605458299834015,1.3245570767748296,-0.09890243996789966,-0.33755084169755345,0.26256953411566253,0.48209421411819,0.031154426881780103,0.26131788812008033,0.529286206231159,0.19390451549403476,-0.07414156989581994,-0.14579319409903924,0.5377618351965681,0.008934732461823996,-0.8733482260854081
REYNALDO,-0.4281427189930587,3.8163754013996942,-12.656299910222932,4.6953011940734894,-0.019110110463654628,1.4372027595288928,-1.595509239983055,3.3816623594855986,1.342874639340535,0.4080425882028772,1.4049002535213364,2.948556967370526,0.8473579882712893,-0.48212013150625543,0.01882312866998125,0.1056094160999642,-0.04850497958262329,0.6745383303828512,-0.49856197273611375,-0.5540044135104016,-0.660171858462446,0.08344464160532304,0.1635242648567534,-0.3559427555106605,-0.2900553959846455,-0.04587643093204888,-0.012026249637491205,0.1246812943782233,0.04942207570649414,-0.08268146988512338,-0.08831073239563539,-0.025645839646449686,-0.05006002095872644,0.01424061985345016,-0.012163021473532333
GUILDENSTERN,-0.06848452922353848,1.3281240255610431,-1.7776058013400706,-0.15786218230957505,0.3626772838371737,-1.0864999857766664,-0.6578726968834678,-0.4428251877365487,-0.6388858113014905,1.3962276774668416,-0.23920629031768711,-0.7124898134255121,-0.9608247397899243,1.1873423189304362,-0.8250947097766651,0.8916666845194848,-0.7626239454549681,-0.7377839291960955,-0.9741084189831418,0.16973080830522586,0.6377349786821157,-0.5136924974739683,-0.6039934802658827,0.34492751642891484,1.4058076405094493,-0.6823384350465822,1.9202544514971003,-0.7140593587396555,0.5045150689584414,0.5053854971371691,0.6636514312961214,-0.12971711384891174,-0.40157495922209757,0.1674163865440792,-0.04374546851140848
PLAYER QUEEN,-5.987113419648764,0.6475359384078726,-1.5801606709407774,-3.1632279931333227,2.3305625640514975,3.3161833992283998,0.8578205278493843,0.5717426199734016,-0.11639215543981662,0.9841984047010754,-0.11313923742460645,-0.9485558260650551,-1.2714548339904443,-4.92584975713055,0.11413142678214924,1.0008310334921,1.1501819660504333,-3.0252182403355383,-0.22475020316060174,2.0626799861614744,0.3991681913425157,-0.355885492526157,0.02414051161872221,-0.36435503727774854,-0.15219473860907573,-0.5609266173944109,-0.3422433089494642,0.3141623760362901,0.033964462823198004,-0.08822849073877535,0.15552470753402137,-0.020256144534462787,-0.11211792971718874,-0.19765267565576367,-0.005228242527848581
FIRST SAILOR,2.2775123492015785,1.5573049230341578,0.043887592268437164,2.127565377600376,-2.275614488698519,-2.7020075865233,-1.1419705301341094,-1.9730026529792724,1.5310319702675153,0.028610166185461406,0.11369830508896996,1.0294628598269409,0.6923122091826313,-0.14760329831518443,-0.4263081473356589,-3.045771888202675,-0.0516065899744521,-2.6991596109573335,3.0792534453798184,-0.42991497042183735,1.9794928320506011,-1.1304522783583715,-0.4885962714163858,-1.0595384015467386,-0.18748329443670242,0.27975302623038506,-0.08159899256781457,-0.0204854803636065,0.23180580412588317,0.043873265104292784,-0.17592532487922383,-0.19223931182466933,-0.22255572676027807,-0.003907077269853245,0.04457222728517339
GENTLEMAN,-2.3465839117606833,-1.1667525263906111,1.1705129010582327,0.6472207909689459,0.04594176748731254,0.8881543170954368,1.8031965319359575,-0.6673033904731043,-0.4249814526078874,3.2387312605962104,-1.0776437551806388,2.299740957744983,-1.3854416214088934,1.296995776398446,1.2063949956651365,-2.1962931350432378,2.062561445562764,0.3033407141200858,-0.3553016667991457,0.5674219581422336,-1.9566180744810195,-1.4062641339400177,-1.945873876198532,1.5426298078587877,-0.7720803568475018,0.48409630874235937,-0.12538278516120588,0.35822558513098546,0.12769895903392223,0.029903124895686993,0.15831176609006015,-0.0035087260360837673,-0.15538150635739215,0.17142693350369906,-0.02146209473966994
BARNARDO,-3.97167657188356,0.6188815015456147,-0.09605679221975953,0.32681060371857384,-2.672057355706999,0.5143319337466623,-1.0157185499226598,1.7510423600978822,0.6669172006090699,-1.8789120130253834,1.2354389681190856,-2.466054270524559,1.0778419055208377,-0.31096198001708647,-1.172573973525422,1.0713525015034666,1.4472534514338318,2.3234050192551763,2.6224661200399226,1.4741145124563961,-0.033039332991714195,-0.3054640534451407,-0.22995211953285966,0.6242378252559778,1.091662770097214,0.28484989102879577,-0.9402900886222209,0.17720547446236612,0.14206510720280585,0.6197763924444132,0.3895614672976682,-0.1942109792545814,-0.0668984074154918,0.32761186662197084,-0.036481686273235836
OSRIC,-0.2958091845865579,-0.6565051620464749,-0.5740354374596333,0.06934896098804118,-0.9056552645199785,-1.9222194571502638,0.023954191876899185,-0.923998530577276,0.79345980373217,1.236503535550283,-0.6088704918356458,0.5357025563017919,-0.47728003725582174,1.0605704617005964,-0.8442725252724359,-1.186829425701925,0.12003948495395078,0.05069732837339632,0.07966068775082058,0.42241814558264346,-0.6418811772358285,-0.6609769632002219,0.7464699975815037,0.6309597928203666,1.2760099151142297,-2.5402556874050557,-0.9366494299372423,-0.5397602710334959,-0.03760440390800336,-0.16436267651186764,-0.37012530718630826,0.6058748391239885,0.21527929584434743,-0.14246475368348221,-0.09290346007823704
ROSENCRANTZ,-1.6254657858473558,0.546915995481506,-0.18913509204712373,-0.27480510649393086,-0.6474752847290651,-0.5037683259942421,0.049675437361301436,-0.09210722969798532,0.4268141507083035,0.05615994965128,-0.9806675198663675,-0.8267480557612791,-0.2357559429106189,1.0373511299477085,0.6316129977260124,0.5388042750962729,-0.024001052795243144,0.514126148409866,0.23447028511796925,1.1384862584100375,-0.15599712083743414,-0.2956710891851801,-0.48490771695866736,-0.21816776757157183,0.650014825181019,-0.6670989036877838,0.9358083245649049,0.9077939252300677,-0.07397297019728624,-0.589894652251004,-0.6973603509287096,-0.9400675792644996,0.6825127125103994,0.030755355966439003,0.23118474821266008
BOTH,7.077457176181335,-4.238861212431392,-6.460714580283734,1.8262466118821974,3.008713764362861,-1.057362972934884,5.922733974917535,-2.0668051588351104,-2.254627898390125,-3.6225152639562133,-3.0111208176859656,-2.679362872305864,-0.42435677733346105,-0.2331837193243634,-0.9108827905048558,-0.7874719433124332,-0.6841507230858376,-0.11002367006260408,0.30098275639949096,0.4782758352642476,-0.11868189642643359,0.11016323206712823,-0.23341524258293994,0.45337408761810544,-0.1131246192738123,0.32747570835453277,-0.21015773931657855,-0.033621846545473975,-0.007134656047332348,0.08828708970958905,0.01930658421051057,0.0051610439043666525,0.06378900199978418,0.018345356359769548,-0.005116951543454615
LUCIANUS,1.315035057452086,-7.802535046144204,1.0299977311433282,-1.3912583678325985,-0.46852956806020934,-3.6530919589379067,2.686275911698714,4.562666663589794,-1.5792478584061937,-0.46530695255542054,5.2174641469233745,2.1155353385547007,-0.711518910202792,0.37522054119186077,-1.2757853835797914,-0.23618290305975306,0.4911586575221826,0.24776237231281062,-1.318629843305557,0.6108098355427204,1.827403944356519,-0.25742910063820207,-0.04026959121561399,-0.11381933890363889,-0.3705406768621408,-0.1246321028500552,-0.0748168999218394,0.2030779529449062,0.09639459280563548,0.046673402879797384,0.016776288881764967,-0.12732910931601873,0.058765987514173175,-0.08412009903404667,-1.3526463309084127e-05
PROLOGUE,7.771767835409196,-0.6148510819427861,1.119366613643274,-3.499046961575528,-2.207160925733166,7.117400851816148,3.2979930884226967,1.548117763436038,3.373097664846012,0.0113923956484276,-1.0647829277535406,2.805379510868314,-0.3526880718931414,2.374780490513769,-0.018499076037008438,1.6379315277252466,-1.2187814375310504,-0.6573888973797593,1.0457069963973702,0.08651712123482537,0.9336472645872466,0.26442341324904256,0.17018985865162845,0.5033395149156298,0.09014053692471932,0.006062053030448286,-0.14920028770791147,-0.1818071017510438,-0.04651486666518917,0.0575905829036351,-0.03660668113650145,-0.03688756997196764,-0.0437357707234635,0.010111264816886371,0.0069213485847076095
SERVANT,8.58311609121186,0.5794429344997837,2.456283453389453,1.7953536778649168,-5.697807651120025,1.2862510837345822,-1.3404963550719404,-0.2622847880311246,-2.5734112063189873,1.1859831693419898,-2.7834805407220933,1.0233542093332586,-0.30127641871556704,-3.8076146177210073,-0.7152841791026331,-1.0834880866436025,0.47124563056653856,2.2805382781736334,-1.1054599316755327,1.2961471871770673,0.6970536369675251,0.7668993909974315,0.09901977828075276,-0.7780985111679374,-0.25724175712955366,-0.09525663833140446,0.3694754041818751,-0.15202837909098985,0.10261401335951925,-0.06298373012912804,0.021784192342570285,0.10409235302098686,0.01844080150564223,0.03306206839849426,-0.02473856423188773
FIRST PLAYER,-2.0658482087682306,-2.3105258379588838,1.4762843182473033,-0.4034196030867716,0.920493779735943,-0.40662032903372614,2.181355089496966,-0.35514078246488423,0.76982774538608,-0.8676883977844045,-0.23481171306085857,1.564296469258088,-0.34735579296778035,-0.5910973649423323,1.1534755860586519,0.6362324645288074,1.5429780365177315,0.2657188780606881,0.20759677419548606,-0.9543821310238085,-1.8828109547708753,0.007567262264743494,-0.18501058671014753,-2.4194622290853074,0.13300375916709078,-0.07247312269628078,-0.10687464088145594,-1.666337072226972,-0.399269750318619,0.37699974016253424,0.04340988084274702,-0.37091704417149557,0.17615892818169743,0.13994659878414856,0.06583543904982424
VOLTEMAND,-2.2453628263282885,-0.7779943363389502,1.1184303316487587,-2.196062411836399,0.407398549770397,-3.481938007584229,2.0284507725691037,-0.23065930291152456,2.4639348952147526,0.5436614144934006,0.6453477509800554,1.5592809674158372,0.8585993851336778,-1.5524844852143747,0.5730880144726199,-1.0078505248423457,-1.607921239652796,0.43429080659412667,1.729952118091702,1.294650448935969,-2.1539309418220194,2.1320533421362824,1.7015697653367248,0.6070235457529992,-0.46681570807797435,0.09722864954037318,0.8759751227942741,0.2594555206144232,0.18915674681687192,-0.04407394854934561,0.09503833810251938,0.0643346149673411,-0.2943619897789706,0.0654748859948915,0.08088605200139719
MESSENGER,5.13030509046171,0.3547957695960689,1.0788674085088832,3.599781076970482,-4.148361629273332,-1.6453702945192552,1.3394660746442013,-2.268665537147829,-1.337329770339392,0.4290189492794226,2.882346080153263,-0.8290302839742509,1.253861682065256,-1.3832055166268404,4.507994093403884,2.5069960344180946,-1.253963895584794,-1.4712122690750808,-0.6773104175809357,-0.6058537646793841,-0.7788326668690728,-0.2995304052482556,-0.24249349549476115,0.6886659064462829,0.41298178708745464,-0.10980560584596824,-0.4967843373885117,0.25034833425579456,-0.12447745641412647,0.12700005354421717,-0.015216131473553924,-0.03923420970145,-0.07251149654622907,0.057498556907213984,-0.013984032706400777
LAERTES,-2.810210292426722,-0.17489490291167267,-0.13332673936508707,-0.25665263064206273,-0.08640003764823882,0.7981298978114179,0.2798064305480837,0.29117712820361424,-1.0220705218816186,0.06504249936003123,0.1441177132404301,-0.6951210692105467,0.5041885584652944,0.44423665947881663,0.07361144511508487,0.10915259223341488,0.7627148645455243,-0.8664114542681256,0.03826919863209536,-0.27518041655254033,0.836826518670192,-0.15578210736668324,0.5511972771192891,-0.28246571428007883,-0.43618546770630895,0.07002886646448833,0.808908394702713,0.4195452036670522,-0.937129911096466,0.20532610699946702,-0.36531300626264407,0.7724728579070521,0.22275112585473433,0.9709964292164502,0.0211539210208978
HORATIO,-2.1733886045666058,-0.294099423731547,0.14724056584364634,0.2839075100725226,-0.928956710437862,0.03263764258445542,0.523419723752616,0.12205849745755301,0.24141859776135494,-0.5050795222072351,-0.5350052461128573,-1.084541759522807,0.9249149934740751,0.7866037526702689,0.43848677619525955,0.75716387695973,1.4103560109689892,0.8762127315613464,0.5704389769661977,-0.34274253066163946,0.15540828002389834,0.13310262431992112,-0.49251403766449753,-0.1318016532094694,-0.3942394774304488,-0.12828520207954647,0.924645928488723,0.42961325221641977,-0.7700516974078815,0.8133547590754245,-0.5721156736273857,0.29854319316640354,-0.37314227504392933,-0.899396072386198,-0.10589942483675947
FORTINBRAS,0.7995338622693761,-1.2292404933471248,1.8462256854203227,0.5943171821884059,-0.45338085885267376,-0.6216080165538251,1.0522077857750827,-0.3108705946307562,1.1084800052352985,-0.7301137798535071,-1.6385212693854398,-0.09160701799949275,0.8493106501691199,1.473633309489286,-1.0048756250225126,1.0746671824872736,0.6412548457109855,0.16947124691421842,-0.5973848182624812,-1.1569580501546393,-0.9883296277140213,-1.1080211639232171,0.6075013151757732,-1.9527704207006928,0.2252539788562736,-0.33199929448318355,-0.13950005481766847,1.5459875904309353,0.18057385563722314,-0.6199729791593585,0.8045321491116462,0.2007898193005125,-0.318854525140679,-0.03609408791284716,-0.02314907951941074
MARCELLUS,-2.3095334503537206,-0.05236868922802274,0.7668305790976336,0.3299319036542587,-0.9021758443741646,-0.4025998491477143,0.17946875960953698,1.490147776858448,-0.24979918822251063,-0.6981439747094661,0.5367515394023773,-1.8386919856494888,0.848590534169121,0.15335347148345121,-0.3518685677002264,2.18477855947321,-0.009304098308629945,0.3716692057170757,1.1838098195771765,0.20459001237042237,-0.22599848765363453,-0.5208899642012422,-1.1156844635264431,0.03933045872682969,-1.0005225551314458,0.3744686535578808,0.46672901798485916,-1.0550906691674742,0.7813753738983147,-1.2693867345573695,-0.34026100680098104,0.5256205651819227,-0.0639221271632333,-0.05631116121001956,-0.0819424363054357
HAMLET,-3.4535962515330247,-0.03667772572121076,0.024257859230614454,-0.12932969098377475,-0.7488476075679348,0.6765268579320379,-0.08423597122399241,-0.4072459335747863,-0.45868807574094805,-0.06228003691066511,-0.26746377110342273,-1.294388155202343,1.4779866190493494,1.350940227077264,-0.2497437062477263,-0.7931839056431653,1.0319531537402977,-0.6175561858001684,-1.0090118933464824,-1.1303265592806147,0.8459489932094036,3.9537959849734814,-1.2296622032399473,0.16616962728519805,-0.16819161125826518,-0.866138248119179,-0.6354102487971935,-0.04336899442421986,-0.030253702008431204,-0.3210765557876721,0.02777116406413543,-0.22900406896728254,-0.45771748725998934,0.1578250609987371,0.2085183325149563
POLONIUS,-2.6608429170992887,0.687789812207099,-0.3509928524914423,-0.11168537897640836,-0.81714389047487,-0.12235201435443879,-0.09941731322725526,0.24909679522908057,0.12555083470653125,0.48268134187255046,-0.09522407091959313,0.3027549806646333,0.994913632291957,0.31424503213410643,0.47926105567699245,-0.6434511668095202,-0.34293128906972364,-0.5699027279109806,0.03801949578009566,-0.12271729611382991,0.30799840214348845,0.8820431741867055,-0.655577318478818,0.014789760446106356,0.5964860428676427,0.8759149091035526,0.08199592345321392,-0.023240977316436894,0.13395366160812697,0.17572453252078418,0.7629953526952296,0.6263670518006289,0.960710180878054,-0.4268368159781124,0.4135260494694547
OPHELIA,-2.275336302430365,0.6220375084861332,-0.4943712971771203,0.6908900438824683,-0.7518040098081319,0.16221957459420325,-0.36452674407061797,-1.1227343366953901,-0.20948218121540205,-0.9362650315869503,0.21208006174185612,0.3081327540945442,-0.5744024221313853,1.0192664789167347,0.9571968047727926,-1.02059626951493,1.5006597098549412,-0.18062986977679424,-0.7841707581825285,0.7408623692636592,0.8249199560080318,-0.10264920874224476,1.5696331240576926,0.779129934578005,1.4069604839942438,1.457587620174372,0.07947958808321488,-0.5966716882491186,-0.9560149972668419,-0.97669916792627,0.2042732403931571,-0.16645213110759793,-0.2334603561794053,-0.19431614285716162,-0.12363157310432829
PLAYER KING,-4.482539507682933,0.07102757960031847,0.3059385273045184,-3.509740806964882,0.16910713878646239,0.9380341592911863,1.3509181651902973,1.4246740182267905,2.263811438196537,0.9512778697121467,0.17236121403880686,-2.092995598101373,0.9709184202852935,-1.9793742598246125,0.3156874483045255,-2.2509326312235065,-3.587038628074264,1.8001890515403816,-1.3826797784444955,-1.1861942061624544,0.3494804974165244,-1.3800075631482982,-0.9592832777106572,-0.40532030951810577,0.6930042278506662,0.4035312322244166,-0.3291932958066521,-0.05248846197025754,-0.3770531411997279,-0.08781007283263798,-0.20853634027883217,0.020734116231620987,-0.25793605262907776,0.04645218779037997,0.04783639882633747
