,0|14.35%,1|12.58%,2|10.75%,3|8.49%,4|6.87%,5|6.3%,6|5.51%,7|4.88%,8|3.86%,9|3.48%,10|2.83%,11|2.57%,12|2.5%,13|2.35%,14|2.04%,15|1.55%,16|1.47%,17|1.32%,18|1.15%,19|1.07%,20|0.91%,21|0.68%,22|0.63%,23|0.47%,24|0.39%,25|0.35%,26|0.28%,27|0.15%,28|0.11%,29|0.08%,30|0.06%
SECOND WATCH,-2.531023004170449,9.712971660543422,-4.142959264145377,4.821226348054517,3.2121096086110583,7.749163741837572,-1.538729448903061,-1.8442800862788367,-1.4398320236931927,-1.0955197765274431,1.7333198017166724,0.7360929230220229,-0.9254862549487745,-0.2897464919654988,0.3707191991363551,-0.6154559093215155,0.7907296095753358,0.427250397827073,-0.3278950547082354,0.06566287969295875,-0.0810619629357678,0.08879250685795488,0.2433950739308401,0.007064345894246365,-0.007604831245131648,0.015342081928446421,-0.1541827551200025,-0.006995414304693098,0.023665069980019313,-0.06027629468998933,-0.017782672552686354
FRIAR JOHN,0.9946633726620203,-1.0155269289698214,-2.9398015226412646,0.8768350451752219,1.4640255963669486,2.0645923762030085,-0.7273853663211503,4.236340413703308,-0.060983832004246584,0.13245727418791892,-1.2863216498041325,-2.8057933076454065,1.2874700055291795,0.7496290110979057,-1.0897510944000737,1.2295375179240602,-3.0240203215554864,2.790543228467521,-1.206731130228245,-0.9173128729393857,0.9730852819115211,0.3337454947065001,-0.0575456559948238,0.469049236572112,0.08338886433354724,0.0716586539538677,0.1012873090532253,0.024994615690710313,-0.06796396536844038,-0.07306189790996154,0.12265114078350385
APOTHECARY,2.422384781351921,-1.982064974931398,-0.1479954734694841,-3.8943429135422107,1.6712310953942433,1.0368219260190834,-3.632140158609067,4.603105257251156,2.2825341728898563,3.4210761425927476,2.3809592313003765,1.4177135886133558,-3.1541267260472274,1.1979177936298724,1.7274500781950473,-1.9617764887743965,0.10224614897212143,0.04713308176075695,0.9438063864011672,-0.546435356645173,0.4298640102061246,0.22249738162798963,0.03721537783592769,0.2660236464416121,-0.5149932802885975,-0.08977285436308868,0.04012967998336987,-0.05150236869507628,0.01800102510156401,-0.08560576822579767,0.03168987769466597
LADY MONTAGUE,-0.3241832073610513,1.4281721480498013,0.8019840297570835,1.9938633787911877,-1.2246316237217607,-0.660064155477063,1.3782046153349794,-0.35623580986109277,0.8679552177572752,-0.39152064980871704,-1.855853549338254,-3.648462652935229,-3.871946037515159,-2.3394766892632246,-2.9642357960772907,-2.340946455252353,-1.0172330733023685,-0.9942415208127544,1.3439056230828241,0.2599697396287228,0.18522915089458164,-0.3230252172516116,0.47431202758830854,0.20796932608183646,-0.08534588877421587,-0.14663741039944764,-0.08709191128234256,-0.12971819270110393,0.055813154099597646,-0.0659464820300602,-0.023414523296939584
SERVANT,2.348153194405572,-0.13571548224531851,-0.053263686759806396,-1.9163364245001502,1.0719780052387295,2.5083501306656846,-0.9966453113119266,2.1535901601346077,-1.697340775919797,1.98193778948781,0.6443295931587287,-2.878538278288172,2.014806501389437,-0.04098132498819066,-0.5977028704336647,0.04229222441303017,0.8533485017687404,-3.0379793874945826,-0.2711812654205677,1.282819787748657,0.8271961761443946,0.7311485051367769,-0.9658607181279683,-0.9863228319269873,0.9968043222717532,0.07109416271197551,0.503813787221122,0.20767731351185714,-0.040569422762083085,0.060237094488529465,-0.019762432172185887
NURSE,-0.7223619152742479,-1.359138892017519,1.7957211731134193,-0.5080217014646057,0.6927646619289326,-0.4306684348954528,0.08849667717820187,-0.31315430362691965,-2.630184420286387,-1.5752014117377764,0.3449273443090287,1.0180962775430846,0.4646730791865004,-1.5619574526676032,0.2609276380930187,-0.19798906660324275,-1.0834794079273715,-1.5590328645012894,-0.17521796812374274,-0.1252276282580944,0.16537037900885018,1.5665248442490265,-0.337579903362293,1.0277764937058822,-1.2262549902196955,0.3103062354827339,-0.5512453767535201,0.5962346257664756,0.20991849088603493,0.3079157161226929,0.5617336058394934
CAPULET,-0.3013450823815185,-1.6335733984094034,1.5479698790884515,-0.7922346081630144,-0.01805025514573931,-0.43964818547208,-0.051767666757776845,-0.9145525468188483,-2.4561984741521874,-1.4617668027734965,0.7064130021076906,0.9729483328032822,0.6704123476955982,-0.44283081009111486,-0.1393772350140766,-0.048575227881873594,-1.1821685034641722,-0.5587227727079854,-0.03912472587229557,0.1186092267525027,0.30506803868763105,0.3152741392444396,-0.5570202365908307,-0.03718336274290258,-1.111665056811053,-0.13814224956527238,0.4134853844198897,-0.047036345833703905,-0.3531385697494977,-1.0080042487634426,-0.527315916731496
ROMEO,0.9463547624136969,-2.963531877916068,1.2746678499656927,-0.5793050406756063,-0.08501765430860171,0.0693637574631036,1.250400822424388,-1.2603593382572218,-1.2666887344256432,-0.6953760886625495,1.3847665173391692,0.9916874283424933,0.027889365456694775,-1.563395388541425,0.09977048847713654,-1.2720603802668577,-0.18239576164897642,1.2552323250983297,-0.0367682070172118,-0.34885044223426825,-0.01719641529977678,-0.7413514290318717,-1.165702134726925,-1.136812812914596,0.6885091078733914,-0.6702315388614236,-0.2550685377110096,-0.5478597017735425,-0.5513867386489404,-0.1703298594702731,0.6849452347441418
LADY CAPULET,-0.7128949705130908,-1.2888345704969288,1.125584126923035,-0.03709564066521709,0.40696677657344776,-0.01191970986032767,0.07979207239083269,-0.3776916372036761,-0.41568955220982384,-0.33495968116310915,1.4404742490629077,-0.5468883882342817,0.1387504211708964,-0.2960547364122363,-0.1021881576567508,0.2939291217814042,-0.1068477608346433,0.2251987945229277,-0.4494457776616898,0.5480824456308749,-1.5199964793518057,0.7110889221526568,-0.548009348073364,1.169243815090636,-0.22334692110257523,-1.505917524023583,0.9243073990898315,-0.7645856432897812,-0.0751624556765849,0.6117151833505524,-0.26931620570874437
BENVOLIO,-0.15911146653872651,-1.9675324612725167,0.0754025882384908,0.3566450839523056,-0.20016329395811505,0.37345461706935174,0.6098630196264433,-0.6235410338936196,0.4536229310372404,0.05783618294790742,0.30181985373578485,0.15245726663926826,-0.2598082736411731,-0.47603271782998113,0.17318688680308464,0.18267999486399267,0.6507156136020079,0.7428286321111133,0.6950979196746402,-0.08540690192842816,-0.910748886964603,-0.9988236009212655,0.1882361268063535,0.8654474517282569,0.759086115805917,-0.6679503320995588,0.8793425442058472,1.4997376933104323,-0.3460082938816929,-0.1134318337004311,0.06332252136656978
